Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21111.01","Meat, cattle","2014","2014","tonnes","50218","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21111.01","Meat, cattle","2015","2015","tonnes","59041","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21111.01","Meat, cattle","2016","2016","tonnes","68822","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21111.01","Meat, cattle","2017","2017","tonnes","78133","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21111.01","Meat, cattle","2018","2018","tonnes","83659","","Official data"
"SL","Livestock Primary","138","Mexico","5023","Processed","21111.01","Meat, cattle","2014","2014","tonnes","1782688","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5023","Processed","21111.01","Meat, cattle","2015","2015","tonnes","1792375","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5023","Processed","21111.01","Meat, cattle","2016","2016","tonnes","1815625","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5023","Processed","21111.01","Meat, cattle","2017","2017","tonnes","1856625","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5023","Processed","21111.01","Meat, cattle","2018","2018","tonnes","1905688","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21111.01","Meat, cattle","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21111.01","Meat, cattle","2015","2015","tonnes","-47","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21111.01","Meat, cattle","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21111.01","Meat, cattle","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21111.01","Meat, cattle","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21111.01","Meat, cattle","2014","2014","tonnes","3","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21111.01","Meat, cattle","2016","2016","tonnes","45","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21111.01","Meat, cattle","2017","2017","tonnes","48","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21111.01","Meat, cattle","2018","2018","tonnes","9","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21111.01","Meat, cattle","2014","2014","kcal/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21111.01","Meat, cattle","2016","2016","kcal/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21111.01","Meat, cattle","2017","2017","kcal/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21111.01","Meat, cattle","2018","2018","kcal/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21111.01","Meat, cattle","2014","2014","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21111.01","Meat, cattle","2016","2016","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21111.01","Meat, cattle","2017","2017","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21111.01","Meat, cattle","2018","2018","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21111.01","Meat, cattle","2014","2014","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21111.01","Meat, cattle","2016","2016","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21111.01","Meat, cattle","2017","2017","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21111.01","Meat, cattle","2018","2018","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21111.01","Meat, cattle","2014","2014","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21111.01","Meat, cattle","2016","2016","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21111.01","Meat, cattle","2017","2017","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21111.01","Meat, cattle","2018","2018","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21111.01","Meat, cattle","2014","2014","million kcal","8","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21111.01","Meat, cattle","2016","2016","million kcal","101","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21111.01","Meat, cattle","2017","2017","million kcal","109","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21111.01","Meat, cattle","2018","2018","million kcal","21","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21111.01","Meat, cattle","2014","2014","tonnes","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21111.01","Meat, cattle","2016","2016","tonnes","7","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21111.01","Meat, cattle","2017","2017","tonnes","7","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21111.01","Meat, cattle","2018","2018","tonnes","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21111.01","Meat, cattle","2014","2014","tonnes","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21111.01","Meat, cattle","2016","2016","tonnes","8","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21111.01","Meat, cattle","2017","2017","tonnes","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21111.01","Meat, cattle","2018","2018","tonnes","2","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21121","Meat, chicken","2014","2014","tonnes","694339","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21121","Meat, chicken","2015","2015","tonnes","694339","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21121","Meat, chicken","2016","2016","tonnes","694339","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21121","Meat, chicken","2017","2017","tonnes","694339","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21121","Meat, chicken","2018","2018","tonnes","694339","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5510","Production","21121","Meat, chicken","2014","2014","tonnes","2879686","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21121","Meat, chicken","2015","2015","tonnes","2962337","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21121","Meat, chicken","2016","2016","tonnes","3077874","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21121","Meat, chicken","2017","2017","tonnes","3211687","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21121","Meat, chicken","2018","2018","tonnes","3338372","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21121","Meat, chicken","2014","2014","tonnes","706483","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21121","Meat, chicken","2015","2015","tonnes","777035","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21121","Meat, chicken","2016","2016","tonnes","780608","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21121","Meat, chicken","2017","2017","tonnes","788452","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","803932","","Official data"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21121","Meat, chicken","2014","2014","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21121","Meat, chicken","2015","2015","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21121","Meat, chicken","2016","2016","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21121","Meat, chicken","2017","2017","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21121","Meat, chicken","2018","2018","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21121","Meat, chicken","2014","2014","tonnes","7405","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21121","Meat, chicken","2015","2015","tonnes","2249","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21121","Meat, chicken","2016","2016","tonnes","1998","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21121","Meat, chicken","2017","2017","tonnes","3726","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","8148","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21121","Meat, chicken","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21121","Meat, chicken","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21121","Meat, chicken","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21121","Meat, chicken","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21121","Meat, chicken","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21121","Meat, chicken","2014","2014","tonnes","3578764","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21121","Meat, chicken","2015","2015","tonnes","3737122","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21121","Meat, chicken","2016","2016","tonnes","3856484","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21121","Meat, chicken","2017","2017","tonnes","3996413","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21121","Meat, chicken","2018","2018","tonnes","4134155","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21121","Meat, chicken","2014","2014","kcal/capita/day","112","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21121","Meat, chicken","2015","2015","kcal/capita/day","116","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21121","Meat, chicken","2016","2016","kcal/capita/day","118","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21121","Meat, chicken","2017","2017","kcal/capita/day","121","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21121","Meat, chicken","2018","2018","kcal/capita/day","124","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21121","Meat, chicken","2014","2014","g/capita/day","81","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21121","Meat, chicken","2015","2015","g/capita/day","84","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21121","Meat, chicken","2016","2016","g/capita/day","86","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21121","Meat, chicken","2017","2017","g/capita/day","88","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","90","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2014","2014","g/capita/day","8","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2015","2015","g/capita/day","8","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2016","2016","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2017","2017","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21121","Meat, chicken","2014","2014","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21121","Meat, chicken","2015","2015","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21121","Meat, chicken","2016","2016","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21121","Meat, chicken","2017","2017","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21121","Meat, chicken","2014","2014","million kcal","4938695","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21121","Meat, chicken","2015","2015","million kcal","5157229","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21121","Meat, chicken","2016","2016","million kcal","5321948","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21121","Meat, chicken","2017","2017","million kcal","5515050","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21121","Meat, chicken","2018","2018","million kcal","5705134","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21121","Meat, chicken","2014","2014","tonnes","361455","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21121","Meat, chicken","2015","2015","tonnes","377449","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21121","Meat, chicken","2016","2016","tonnes","389505","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21121","Meat, chicken","2017","2017","tonnes","403638","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21121","Meat, chicken","2018","2018","tonnes","417550","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21121","Meat, chicken","2014","2014","tonnes","375770","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21121","Meat, chicken","2015","2015","tonnes","392398","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21121","Meat, chicken","2016","2016","tonnes","404931","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21121","Meat, chicken","2017","2017","tonnes","419623","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21121","Meat, chicken","2018","2018","tonnes","434086","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21122","Meat, duck","2014","2014","tonnes","4362","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21122","Meat, duck","2015","2015","tonnes","3400","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21122","Meat, duck","2016","2016","tonnes","2997","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21122","Meat, duck","2017","2017","tonnes","2675","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21122","Meat, duck","2018","2018","tonnes","1822","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5510","Production","21122","Meat, duck","2014","2014","tonnes","20900","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5510","Production","21122","Meat, duck","2015","2015","tonnes","20901","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5510","Production","21122","Meat, duck","2016","2016","tonnes","21152","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5510","Production","21122","Meat, duck","2017","2017","tonnes","21191","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5510","Production","21122","Meat, duck","2018","2018","tonnes","21261","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21122","Meat, duck","2014","2014","tonnes","0","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21122","Meat, duck","2015","2015","tonnes","962","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21122","Meat, duck","2016","2016","tonnes","1174","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21122","Meat, duck","2017","2017","tonnes","897","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21122","Meat, duck","2018","2018","tonnes","969","","Official data"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21122","Meat, duck","2014","2014","tonnes","-962","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21122","Meat, duck","2015","2015","tonnes","-403","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21122","Meat, duck","2016","2016","tonnes","-322","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21122","Meat, duck","2017","2017","tonnes","-853","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21122","Meat, duck","2018","2018","tonnes","-1053","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21122","Meat, duck","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21122","Meat, duck","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21122","Meat, duck","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21122","Meat, duck","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21122","Meat, duck","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21122","Meat, duck","2014","2014","tonnes","21862","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21122","Meat, duck","2015","2015","tonnes","22266","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21122","Meat, duck","2016","2016","tonnes","22647","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21122","Meat, duck","2017","2017","tonnes","22941","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5141","Food supply quantity (tonnes)","21122","Meat, duck","2018","2018","tonnes","23283","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21122","Meat, duck","2014","2014","kcal/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21122","Meat, duck","2015","2015","kcal/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21122","Meat, duck","2016","2016","kcal/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21122","Meat, duck","2017","2017","kcal/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","664","Food supply (kcal/capita/day)","21122","Meat, duck","2018","2018","kcal/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21122","Meat, duck","2014","2014","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21122","Meat, duck","2015","2015","g/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21122","Meat, duck","2016","2016","g/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21122","Meat, duck","2017","2017","g/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","665","Food supply quantity (g/capita/day)","21122","Meat, duck","2018","2018","g/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21122","Meat, duck","2014","2014","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21122","Meat, duck","2015","2015","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21122","Meat, duck","2016","2016","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21122","Meat, duck","2017","2017","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21122","Meat, duck","2018","2018","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21122","Meat, duck","2014","2014","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21122","Meat, duck","2015","2015","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21122","Meat, duck","2016","2016","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21122","Meat, duck","2017","2017","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","684","Fat supply quantity (g/capita/day)","21122","Meat, duck","2018","2018","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21122","Meat, duck","2014","2014","million kcal","63619","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21122","Meat, duck","2015","2015","million kcal","64793","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21122","Meat, duck","2016","2016","million kcal","65904","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21122","Meat, duck","2017","2017","million kcal","66757","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","261","Calories/Year","21122","Meat, duck","2018","2018","million kcal","67754","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21122","Meat, duck","2014","2014","tonnes","1815","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21122","Meat, duck","2015","2015","tonnes","1848","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21122","Meat, duck","2016","2016","tonnes","1880","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21122","Meat, duck","2017","2017","tonnes","1904","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","271","Proteins/Year","21122","Meat, duck","2018","2018","tonnes","1932","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21122","Meat, duck","2014","2014","tonnes","6187","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21122","Meat, duck","2015","2015","tonnes","6301","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21122","Meat, duck","2016","2016","tonnes","6409","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21122","Meat, duck","2017","2017","tonnes","6492","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","281","Fats/Year","21122","Meat, duck","2018","2018","tonnes","6589","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21116","Meat, goat","2014","2014","tonnes","7922","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21116","Meat, goat","2015","2015","tonnes","4446","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21116","Meat, goat","2016","2016","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21116","Meat, goat","2017","2017","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5113","Opening stocks","21116","Meat, goat","2018","2018","tonnes","0","F","FAO estimate"
"SL","Livestock Primary","138","Mexico","5510","Production","21116","Meat, goat","2014","2014","tonnes","39758","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21116","Meat, goat","2015","2015","tonnes","39390","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21116","Meat, goat","2016","2016","tonnes","39531","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21116","Meat, goat","2017","2017","tonnes","39777","","Official data"
"SL","Livestock Primary","138","Mexico","5510","Production","21116","Meat, goat","2018","2018","tonnes","39851","","Official data"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21116","Meat, goat","2014","2014","tonnes","-3476","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21116","Meat, goat","2015","2015","tonnes","-4446","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21116","Meat, goat","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21116","Meat, goat","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5071","Stock Variation","21116","Meat, goat","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21116","Meat, goat","2014","2014","tonnes","66","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21116","Meat, goat","2015","2015","tonnes","95","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21116","Meat, goat","2016","2016","tonnes","64","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21116","Meat, goat","2017","2017","tonnes","77","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21116","Meat, goat","2018","2018","tonnes","324","","Official data"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21116","Meat, goat","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21116","Meat, goat","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","5166","Residuals","21116","Meat, goat","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
